lambda,overall_mean_mae,mae_6h,mae_12h,mae_24h,rmse_24h,r2_24h,bias,median_ae,false_dips,ri_mae_24h,non_ri_mae_24h,extreme_mae_24h,delta_overall_mae,delta_ri_24h_mae,delta_non_ri_24h_mae,delta_extreme_24h_mae,storms_improved,storms_worsened,bootstrap_overall_ci_lower,bootstrap_overall_ci_upper,bootstrap_win_rate_pct,p_val_paired_t
0.5,8.465440146189318,4.107302091012484,7.568027485247676,13.720990862307794,17.211648761611418,0.6757005543786192,5.344208043210465,5.938763484593636,0,20.089514866846642,13.342726802206665,16.876440920076337,2.031473112469638,-3.415881047880685,4.038379098163322,1.133251525416691,33,148,1.945778087544946,2.123961506078047,0.0,0.0
0.75,7.045536717516899,3.519163524754687,6.373679742644745,11.243766885151265,15.130573263823326,0.749382137185542,2.6721040216052487,4.636585086696115,0,21.795345131941332,10.617046655273668,15.858487760129883,0.6115696837972191,-1.710050782785995,1.3126989512303258,0.11529836547023642,46,135,0.5569869968711924,0.6639519091844567,0.0,5.100138597281223e-116
1.0,6.4339670337196795,3.30989152346821,5.891468766290427,10.100540811400403,14.368464542939094,0.7739929545970267,3.298139057320266e-14,3.9954685575276443,0,23.505395914727327,9.304347704043343,15.743189394659646,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50.0,1.0
1.25,7.046193097746657,3.6138278051723405,6.440125656912827,11.084625831154804,15.12601835191264,0.749533006613073,-2.6721040216051826,4.485088639851668,0,25.223661723384424,10.244825412926238,16.57516277860951,0.6122260640269772,1.7182658086570974,0.9404777088828951,0.8319733839498635,67,114,0.5595874975022667,0.6666866391501609,0.0,2.133945946273662e-111
1.5,8.480035287346595,4.168028138610655,7.659072708803589,13.613005014625543,17.2036397565755,0.6760022932336809,-5.344208043210401,6.0494534917171485,0,26.947876207277858,12.8209686629272,18.430364259144373,2.046068253626916,3.442480292550531,3.5166209588838573,2.687174864484726,46,135,1.9510499006401396,2.146951224690761,0.0,0.0
1.75,10.404212379279022,4.917337770418611,9.30043150431974,16.994867863098715,20.197998475011822,0.5534008144588505,-8.016312064815617,7.888925356565885,0,28.67582967757011,16.30106690722901,21.067784298495166,3.9702453455593423,5.170433762842784,6.996719203185668,5.32459490383552,29,152,3.8505344445091825,4.09562501329887,0.0,0.0
2.0,12.599701618801143,5.8259100964103885,11.188600077012671,20.784594682980373,23.76506250254902,0.38172857028858176,-10.688416086420832,9.870364726182572,0,30.409756060741397,20.21289979429256,24.170702970143005,6.165734585081464,6.904360146014071,10.908552090249218,8.427513575483358,19,162,6.006850959985924,6.328430543025914,0.0,0.0
