config_name,experiment,alpha,gamma,horizon_mode,overall_mean_mae,overall_rmse,mae_6h,mae_12h,mae_24h,rmse_24h,r2_24h,bias_24h,overall_bias,median_ae,false_dips,ri_mae_24h,ri_rmse_24h,ri_bias_24h,non_ri_mae_24h,non_ri_rmse_24h,extreme_mae_24h,delta_overall_mae,delta_24h_mae,delta_ri_24h_mae,delta_non_ri_24h_mae,storms_improved,storms_worsened,bootstrap_overall_median,bootstrap_overall_ci_lower,bootstrap_overall_ci_upper,bootstrap_win_rate_pct,bootstrap_ri_median,bootstrap_ri_ci_lower,bootstrap_ri_ci_upper,bootstrap_non_ri_median,bootstrap_non_ri_ci_lower,bootstrap_non_ri_ci_upper,p_val_paired_t,ri_underpred_fraction,pos10_underpred_fraction,pos10_mean_signed_err,ri_mean_signed_err
Exp3_gamma_1.0_alpha_0.00,Exp3_Nonlinearity,0.0,1.0,all_horizons,6.433967033719681,9.239206535628439,3.30989152346821,5.891468766290429,10.100540811400403,14.368464542939094,0.7739929545970267,6.152647502740783e-14,3.301385768472928e-14,3.9954685575276585,0,23.505395914727327,27.17106131734611,-23.418837268619995,9.304347704043343,13.223661632819049,15.743189394659646,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9853300733496333,0.885664538595473,-13.588969970872611,-23.418837268619995
Exp3_gamma_1.0_alpha_0.05,Exp3_Nonlinearity,0.05,1.0,all_horizons,6.434287417554937,9.241385384265241,3.3127447770856153,5.894056175156683,10.096061300422512,14.37069748741835,0.7739227034722157,0.06562304441869427,0.04283759261235114,3.9954685575276585,0,23.092346694761147,26.90523341654065,-22.966777780925266,9.32413554871114,13.258469992285137,15.742708591290043,0.00032038383525545555,-0.00447951097789101,-0.4130492199661795,0.019787844667797927,65,93,0.00030745556029465604,-0.0018532117555730254,0.0026999921080955057,38.5,-0.4121780606337886,-0.4564314143961615,-0.3721768461695209,0.019656554522638814,0.016523618704721653,0.022989157325957965,0.7864720828693613,0.980440097799511,0.8792803250145096,-13.383143865809105,-22.966777780925266
Exp3_gamma_1.0_alpha_0.10,Exp3_Nonlinearity,0.1,1.0,all_horizons,6.43566436081976,9.245302333171077,3.3161967788870768,5.898227030137151,10.092569273435052,14.375559649370445,0.7737696962315567,0.1312460888373271,0.08567518522466926,3.992838587820568,0,22.690914969149212,26.650644467397733,-22.514718293230526,9.344279498595217,13.29454565599197,15.742339996949317,0.0016973271000786383,-0.007971537965351772,-0.814480945578115,0.03993179455187423,67,95,0.0016750419686837326,-0.002740630531073052,0.0065441940749351385,24.0,-0.8138601760848037,-0.9013024359923749,-0.7360255246364308,0.03966360832222815,0.033457825554683795,0.04631734119352413,0.46772963674747636,0.9755501222493888,0.8769587928032502,-13.177317760745598,-22.514718293230526
Exp3_gamma_1.0_alpha_0.15,Exp3_Nonlinearity,0.15,1.0,all_horizons,6.438174344713418,9.25095516218858,3.320588760588159,5.90355784732061,10.090376426231485,14.383048362766775,0.7735339328631793,0.1968691377359665,0.12851278078377062,3.991031802358961,0,22.30170951136865,26.40761951154389,-22.062658774682482,9.36507360429987,13.331878338365257,15.742856274621097,0.004207310993736613,-0.0101643851689186,-1.2036864033586774,0.0607259002565268,67,97,0.0041562554574730015,-0.0024811714473901955,0.011493082860888258,10.4,-1.2041803871423298,-1.3343123726171746,-1.0835043904157935,0.06034674914596483,0.05100577993933038,0.0699899932960017,0.2251459103622303,0.9682151589242054,0.8717353453279164,-12.971491641517517,-22.062658774682482
Exp3_gamma_1.0_alpha_0.20,Exp3_Nonlinearity,0.2,1.0,all_horizons,6.441832561253334,9.258340676407244,3.3256163889865804,5.909653412466448,10.090227882306973,14.393159526719735,0.7732154134026946,0.2624921776745929,0.17135037044930557,3.992809543749928,0,21.94279118406795,26.17648068229352,-21.610599317841057,9.38623450583003,13.370457503122239,15.744581469093317,0.007865527533652994,-0.010312929093430512,-1.5626047306593769,0.08188680178668761,66,99,0.007894660942187048,-0.0008907405751982234,0.01720209461610053,3.3000000000000003,-1.562405313513004,-1.7301313555933406,-1.4119366284077768,0.08138784294442214,0.06940671559488006,0.0943906582383446,0.08593034623845273,0.9486552567237164,0.8636099825885084,-12.765665550618586,-21.610599317841057
Exp3_gamma_1.0_alpha_0.30,Exp3_Nonlinearity,0.3,1.0,all_horizons,6.4539216543443745,9.278292175977208,3.337227530351986,5.927187608279173,10.097349824401967,14.42122571627012,0.7723301060546905,0.39373827547187146,0.25702556156750817,4.002296000841703,0,21.330737077952275,25.75112507979723,-20.70648028074497,9.430132951514649,13.451312056676267,15.749277984621562,0.01995462062469322,-0.0031909869984367845,-2.174658836775052,0.12578524747130615,64,102,0.019988657355888062,0.007253937667587395,0.03346909887988365,0.0,-2.174638908963484,-2.4042565395075224,-1.9437714900397427,0.12504603465751973,0.10710913024351884,0.14475845971027204,0.0031414925079119066,0.9266503667481663,0.8502611723737666,-12.354013312162422,-20.70648028074497
Exp3_gamma_1.0_alpha_0.40,Exp3_Nonlinearity,0.4,1.0,all_horizons,6.471613801367853,9.305112210699857,3.350573557762419,5.950187233341143,10.114080612999995,14.459697267711057,0.7711137743547947,0.5249843553491242,0.34270074089857805,4.004624848502786,0,20.84584871544786,25.377032146702323,-19.80236136706212,9.476657848855183,13.537020735768227,15.759710350660823,0.03764676764817132,0.013539801599591783,-2.6595471992794657,0.17231014481184026,62,104,0.037775486106762735,0.021353496319892695,0.05545796318911367,0.0,-2.653442760682845,-2.953162685543287,-2.3516155735064914,0.17138426754670277,0.14741558632812538,0.19803395708445906,2.1658011525507638e-05,0.8875305623471883,0.8351712130005804,-11.942361130364558,-19.80236136706212
Exp3_gamma_1.0_alpha_0.50,Exp3_Nonlinearity,0.5,1.0,all_horizons,6.494547994339105,9.33874143014278,3.3659451768143454,5.976740185153206,10.140958621049764,14.508491406155875,0.7695664183268982,0.6562304325916902,0.42837591858090907,4.012187207212378,0,20.493181944920913,25.056497978501266,-18.89824247153803,9.526079251392007,13.62749195799266,15.774368799157662,0.06058096061942386,0.04041780964936059,-3.012213969806414,0.2217315473486643,60,106,0.06067356480883701,0.04015248664375688,0.08198656183944551,0.0,-3.001720278034842,-3.368354783612988,-2.6092122021313533,0.22059383671932853,0.19051888916423576,0.25317766181510437,3.6953942813738394e-08,0.8655256723716381,0.8177597214161346,-11.530708956388642,-18.89824247153803
Exp3_gamma_1.0_alpha_0.75,Exp3_Nonlinearity,0.75,1.0,all_horizons,6.5697755113314384,9.452090230404616,3.4105101153168693,6.0589994417135715,10.239816976963874,14.67490877931452,0.764249796013109,0.9843456472757751,0.6425638768548484,4.059081008043474,0,19.999971551569878,24.502415088264733,-16.637945089430403,9.660104049137292,13.873882693537233,15.823577978275503,0.13580847761175718,0.1392761655634711,-3.5054243631574487,0.3557563450939494,56,110,0.13529878713090104,0.10465800069012623,0.16770241428561114,0.0,-3.476463524731379,-4.050640856317702,-2.871245615702173,0.3539910948870224,0.3094219567059281,0.4027499653245753,1.5531764927059703e-16,0.7921760391198044,0.7887405687753918,-10.501578456230293,-16.637945089430403
Exp3_gamma_1.0_alpha_1.00,Exp3_Nonlinearity,1.0,1.0,all_horizons,6.667686021841253,9.606008946079394,3.4629658050808376,6.1609515300105135,10.379140730432407,14.903002134275914,0.7568642707798117,1.3124608651833192,0.8567518371617852,4.112313065478141,0,20.094579378328927,24.31902403822998,-14.377647674456068,9.802083744230014,14.147920610704855,15.882461901135958,0.23371898812157177,0.2785999190320041,-3.4108165363984,0.4977360401866715,54,114,0.23326654194948482,0.1901240786198633,0.27594227616952444,0.0,-3.368978894316106,-4.095856274854998,-2.569730911480186,0.4950347623219926,0.43764035504610654,0.5595034496586394,2.842185450199019e-26,0.7237163814180929,0.7614625652930934,-9.472447941904672,-14.377647674456068
Exp3_gamma_1.5_alpha_0.00,Exp3_Nonlinearity,0.0,1.5,all_horizons,6.433967033719681,9.239206535628439,3.30989152346821,5.891468766290429,10.100540811400403,14.368464542939094,0.7739929545970267,6.152647502740783e-14,3.301385768472928e-14,3.9954685575276585,0,23.505395914727327,27.17106131734611,-23.418837268619995,9.304347704043343,13.223661632819049,15.743189394659646,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9853300733496333,0.885664538595473,-13.588969970872611,-23.418837268619995
Exp3_gamma_1.5_alpha_0.05,Exp3_Nonlinearity,0.05,1.5,all_horizons,6.433828174744076,9.240442676948291,3.311900516504927,5.8931458942841335,10.096438113443167,14.36945357321052,0.7739618398593481,0.04418759092547413,0.028795369387562456,3.9966518939180844,0,23.199108784225736,26.979507764723134,-23.08092480070265,9.318193515076905,13.248072895784766,15.743000672394189,-0.00013885897560506066,-0.004102697957236501,-0.30628713050159107,0.013845811033561972,60,89,-0.00014942564510933565,-0.0018369154030803525,0.0016858489201067915,57.3,-0.30597111136461486,-0.3430531934818915,-0.2711959167610212,0.013772646100280284,0.011496659458589287,0.016178142660121964,0.8765001919147734,0.9828850855745721,0.8827626233313988,-13.445120091117355,-23.08092480070265
Exp3_gamma_1.5_alpha_0.10,Exp3_Nonlinearity,0.1,1.5,all_horizons,6.434290066955657,9.242697596803819,3.3142931900606056,5.895765403951785,10.092811606854577,14.371992892800725,0.7738819434539073,0.08837518185088675,0.05759073877509191,3.995154463010209,0,22.8986275699289,26.795386074135667,-22.7430123327853,9.332198953805289,13.273162398384704,15.742924159157601,0.0003230332359756005,-0.007729204545826818,-0.6067683447984251,0.027851249761946306,64,92,0.00029351773139962845,-0.003098441079339209,0.0040123128637679075,42.0,-0.60619013562434,-0.6782373125216741,-0.5376637914646643,0.027707270782673987,0.023141005448453145,0.032486510369131326,0.8549427572708883,0.9779951100244498,0.8786999419616948,-13.301270211362096,-22.7430123327853
Exp3_gamma_1.5_alpha_0.15,Exp3_Nonlinearity,0.15,1.5,all_horizons,6.43543710896632,9.2459705460928,3.3171278913645095,5.8992992913334925,10.089884144200958,14.37608168073593,0.7737532653639467,0.13256277567179467,0.08638611004015655,3.9932705735905323,0,22.607860710450964,26.618850450338407,-22.405099844797856,9.346367964184076,13.298926304172971,15.742847645589617,0.001470075246638558,-0.010656667199445025,-0.8975352042763625,0.0420202601407329,64,93,0.0013922608980236895,-0.0033728799130198217,0.006853178067502939,28.999999999999996,-0.8974698668457286,-1.0057065983653715,-0.7989581112693638,0.04183463199518833,0.0350424570826879,0.048962332561298005,0.5750872840335521,0.9706601466992665,0.8757980266976204,-13.157420322612486,-22.405099844797856
Exp3_gamma_1.5_alpha_0.20,Exp3_Nonlinearity,0.2,1.5,all_horizons,6.437297518324861,9.250260439221595,3.3205545238743737,5.90341973362855,10.087918297471662,14.381718613856968,0.7735758056397389,0.17675036370171185,0.11518147755015073,3.9942548551579122,0,22.328347961187283,26.45005282964103,-22.06718739695061,9.360887258775804,13.325360694743589,15.743375168403672,0.0033304846051800396,-0.012622513928741697,-1.1770479535400433,0.05653955473246164,64,97,0.0032058995560544368,-0.0028826442044061593,0.010501593130122288,17.7,-1.1755440876313514,-1.3207198718622963,-1.0464860323003398,0.05628487810646732,0.047183921254974504,0.0658537619056367,0.3358831118959482,0.9657701711491442,0.8723157283807312,-13.01357045185158,-22.06718739695061
Exp3_gamma_1.5_alpha_0.30,Exp3_Nonlinearity,0.3,1.5,all_horizons,6.443661699456501,9.261885050781473,3.3283474164438616,5.913302595493639,10.089335086432001,14.397629148618245,0.7730745411029527,0.2651255513435278,0.17277222008028006,3.9969800835148916,0,21.85709943095807,26.13626429519103,-21.391362420975724,9.390378418277608,13.380224956223634,15.746222405620323,0.009694665736819985,-0.011205724968402109,-1.6482964837692577,0.08603071423426556,65,98,0.009677030874073012,-1.9203448504834094e-05,0.02011811923745401,2.6,-1.6480922206356556,-1.8580263233894876,-1.4608931583090863,0.08558403814523441,0.07212990200435021,0.09987607549245095,0.057685045663230926,0.9388753056234719,0.8641903656413232,-12.725870674352363,-21.391362420975724
Exp3_gamma_1.5_alpha_0.40,Exp3_Nonlinearity,0.4,1.5,all_horizons,6.453470836246235,9.277556113824824,3.337314980932267,5.927433410608879,10.095664117197556,14.419704019442896,0.7723781499982558,0.35350072740336236,0.23036295510026852,4.002928778156765,0,21.457577314838897,25.85516908824784,-20.715537525281235,9.420813333312092,13.437722514504719,15.751012278766252,0.019503802526553926,-0.004876694202847531,-2.04781859988843,0.11646562926874893,61,102,0.01948845988071657,0.006669207996536852,0.03310086393641565,0.1,-2.047872812215175,-2.29699939742976,-1.8026202866063519,0.11594521047070305,0.09801378075285512,0.13476908397702142,0.0036229427705503016,0.9193154034229829,0.853163087637841,-12.438170932830548,-20.715537525281235
Exp3_gamma_1.5_alpha_0.50,Exp3_Nonlinearity,0.5,1.5,all_horizons,6.466532189389105,9.29725311053217,3.347298748280426,5.944576318144281,10.107721501742608,14.447914973486421,0.7714866322475454,0.4418759009613607,0.28795368843944497,4.007038352352183,0,21.141343041451957,25.607843789094517,-20.039712659062552,9.452369888361671,13.49781972731013,15.758239718842285,0.03256515566942397,0.007180690342204699,-2.3640528732753694,0.1480221843183287,60,103,0.03270703252449225,0.016764330514451677,0.04917511768880789,0.0,-2.3581620187206536,-2.66976338631192,-2.0519059147011927,0.14733602108006316,0.12567037799163822,0.1710547752648624,8.50601471651779e-05,0.8875305623471883,0.840975043528729,-12.150471201101356,-20.039712659062552
Exp3_gamma_1.5_alpha_0.75,Exp3_Nonlinearity,0.75,1.5,all_horizons,6.511246968849325,9.363929133413947,3.3758766061676377,5.994820189953671,10.163044110426668,14.545034315499105,0.7684041585188756,0.6628138522679683,0.43193053322564445,4.023480776431384,0,20.690123996691092,25.143479580072814,-18.350150350157644,9.537778982125458,13.659207424687889,15.783343980684025,0.07727993512964382,0.06250329902626461,-2.8152719180362347,0.23343127808211506,56,107,0.07705736449364453,0.05338951730886023,0.10108116059497001,0.0,-2.8026235489990103,-3.261966969839498,-2.3123591638987935,0.23223086369996526,0.19999983750383618,0.26804055564737844,4.308460227502649e-10,0.8410757946210269,0.8183401044689496,-11.431221812941413,-18.350150350157644
Exp3_gamma_1.5_alpha_1.00,Exp3_Nonlinearity,1.0,1.5,all_horizons,6.569575241410367,9.455064109636702,3.4088363408941653,6.056589265854834,10.2433001174821,14.679503580742002,0.7641021433125353,0.8837518019226598,0.5759073768788571,4.050994261726743,0,20.574717892399775,24.90818547911715,-16.66058804950511,9.629656511623644,13.836063770141749,15.815279067166355,0.1356082076906855,0.14275930608169674,-2.9306780223275517,0.325308807580301,55,109,0.13500461248876539,0.10299877380385189,0.16738868067989304,0.0,-2.8968304605740993,-3.49718301631115,-2.24958281031188,0.32369794689223497,0.28051557499858204,0.37078862943884705,2.910224682531664e-16,0.7995110024449877,0.7986070806732444,-10.711972431330105,-16.66058804950511
Exp3_gamma_2.0_alpha_0.00,Exp3_Nonlinearity,0.0,2.0,all_horizons,6.433967033719681,9.239206535628439,3.30989152346821,5.891468766290429,10.100540811400403,14.368464542939094,0.7739929545970267,6.152647502740783e-14,3.301385768472928e-14,3.9954685575276585,0,23.505395914727327,27.17106131734611,-23.418837268619995,9.304347704043343,13.223661632819049,15.743189394659646,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9853300733496333,0.885664538595473,-13.588969970872611,-23.418837268619995
Exp3_gamma_2.0_alpha_0.05,Exp3_Nonlinearity,0.05,2.0,all_horizons,6.433607679609661,9.239850523590665,3.3113407132874615,5.89255418435651,10.096928141185012,14.36870374469877,0.7739854295434212,0.0311144563925095,0.02024039739749439,3.9954685575276585,0,23.273344697801367,27.029301257548365,-23.160869009213943,9.314303341351135,13.241181000504701,15.743104363332447,-0.00035935411001997153,-0.003612670215391134,-0.2320512169259601,0.009955637307792031,54,84,-0.0003613441649061855,-0.0016757932497386552,0.0010616993923364903,69.8,-0.23165957491256606,-0.26267942858368426,-0.20237262972674702,0.009903347718617006,0.008214384150964538,0.011736250016688743,0.6057830881714577,0.9828850855745721,0.8839233894370284,-13.484717155487306,-23.160869009213943
Exp3_gamma_2.0_alpha_0.10,Exp3_Nonlinearity,0.1,2.0,all_horizons,6.433597723710331,9.241128352127765,3.3130425120567426,5.894245171455352,10.093505487618895,14.369912672584327,0.7739473959370347,0.062228912784957534,0.04048079479495576,3.9954685575276585,0,23.043806801455112,26.892585777798804,-22.902900749807895,9.324311000636756,13.259092902978942,15.743131541034122,-0.00036931000935069846,-0.007035323781508396,-0.46158911327221475,0.01996329659341356,57,89,-0.00037412371988709836,-0.002983205403316913,0.0024483094948689168,60.8,-0.46067734899792967,-0.5228300371508929,-0.40172242560094007,0.019861497375850412,0.016466261960095797,0.02351292119115058,0.7890461399463918,0.9779951100244498,0.881601857225769,-13.380464340102007,-22.902900749807895
Exp3_gamma_2.0_alpha_0.15,Exp3_Nonlinearity,0.15,2.0,all_horizons,6.434049612420562,9.243039757535465,3.3149912638740635,5.8966324592223245,10.090525114165299,14.372091082204317,0.7738788537678598,0.09334337157165093,0.06072119374078411,3.9950067957002346,0,22.82154948211867,26.760992183522717,-22.644932470013316,9.334354773402456,13.277395753073375,15.74315871886631,8.257870088090868e-05,-0.010015697235104426,-0.6838464326086573,0.03000706935911346,60,92,5.4130708808663996e-05,-0.0037410255581614036,0.004294611774896228,48.699999999999996,-0.6827260014771888,-0.7742185135575136,-0.59730759209063,0.029856449063781376,0.024757394499025677,0.03533899387973376,0.9678155190108694,0.9755501222493888,0.8781195589088798,-13.27621151674399,-22.644932470013316
Exp3_gamma_2.0_alpha_0.20,Exp3_Nonlinearity,0.2,2.0,all_horizons,6.434994327656665,9.245584344950293,3.3173763410582726,5.899479394459636,10.088127247452087,14.375238531861937,0.7737798030659182,0.12445782556985355,0.08096158958987848,3.9942548551579122,0,22.606872170779837,26.63459642007179,-22.38696423099579,9.34456543019373,13.296087931862417,15.743185896437472,0.001027293936983753,-0.012413563948316053,-0.8985237439474894,0.04021772615038799,64,93,0.001025658108636307,-0.003949870289644974,0.00663224649434333,35.199999999999996,-0.8990203250639723,-1.0208364812472233,-0.7872256301374427,0.040012115894217715,0.033259133288815426,0.04724796711387227,0.7034340942608903,0.9706601466992665,0.8763784097504352,-13.1719587093314,-22.38696423099579
Exp3_gamma_2.0_alpha_0.30,Exp3_Nonlinearity,0.3,2.0,all_horizons,6.43824131716005,9.25257084240082,3.322660108409098,5.905869462304811,10.08619438076624,14.384437814665638,0.7734901759490854,0.1866867431432405,0.12144238748153523,3.9942548551579122,0,22.222185349842807,26.397693880194524,-21.871027671406637,9.365366569794368,13.334633707351212,15.744296830444934,0.00427428344036862,-0.014346430634162743,-1.28321056488452,0.06101886575102533,64,93,0.0042724804121987425,-0.0031971209772912786,0.012391044103478598,15.0,-1.2831718809349741,-1.462655010758125,-1.1226636598582287,0.060696920120524744,0.0505751825943761,0.07146088751019594,0.2833065500740593,0.9462102689486552,0.8682530470110272,-12.96345306261537,-21.871027671406637
Exp3_gamma_2.0_alpha_0.40,Exp3_Nonlinearity,0.4,2.0,all_horizons,6.443858982335349,9.26208210120557,3.328967564252516,5.914349024068925,10.088260358684604,14.397503092934752,0.7730785146903126,0.24891565113964556,0.1619231791797239,3.9993694886579902,0,21.902386668733175,26.182450602711384,-21.35509119337159,9.3865499809893,13.374716812335258,15.746803808162632,0.009891948615667445,-0.012280452715799584,-1.6030092459941514,0.0822022769459565,64,93,0.00995505856251988,-0.00029414632985573784,0.020535209511784645,2.7,-1.6002561102493331,-1.8195062465698717,-1.3963184183022903,0.0817891348291111,0.06796431515800583,0.09607736451428295,0.05960773708418782,0.9364303178484108,0.8641903656413232,-12.754947447790187,-21.35509119337159
Exp3_gamma_2.0_alpha_0.50,Exp3_Nonlinearity,0.5,2.0,all_horizons,6.4518359655132285,9.274110336932473,3.3360325273564677,5.925535480975033,10.093939888208181,14.414423857004017,0.7725448192018152,0.31114455936679863,0.20240397096594984,4.004577885276149,0,21.638060319577935,25.989404708084212,-20.839154711282262,9.4082667461184,13.41632347434351,15.751214785436384,0.017868931793547205,-0.006600923192221941,-1.8673355951493917,0.10391904207505753,63,95,0.018059550880323183,0.005480250581350177,0.030871189934469773,0.1,-1.8620829848811482,-2.118383117381946,-1.6116244445701902,0.1034705031285501,0.08633109362100666,0.12112785430035301,0.005652076724842145,0.9193154034229829,0.8595473012188044,-12.546441832869256,-20.839154711282262
Exp3_gamma_2.0_alpha_0.75,Exp3_Nonlinearity,0.75,2.0,all_horizons,6.47935517643032,9.315123542656686,3.3560435560734114,5.959147710054745,10.122874263162801,14.473497191867853,0.7706766808609321,0.46671683783084256,0.3036059556817265,4.013819187329503,0,21.196407634268684,25.607056124017802,-19.549313439072332,9.465152051605685,13.52691216689116,15.764817596860679,0.045388142710638846,0.02233345176239787,-2.3089882804586424,0.1608043475623422,60,101,0.045341960122074365,0.026916763579939974,0.06391157263830113,0.0,-2.2996034917329347,-2.6644509981192743,-1.9024560638713486,0.15986106030027702,0.1359633950571854,0.18637684792209158,2.2265246543177496e-06,0.8704156479217604,0.8392338943702844,-12.025177766130867,-19.549313439072332
Exp3_gamma_2.0_alpha_1.00,Exp3_Nonlinearity,1.0,2.0,all_horizons,6.5161811714466795,9.371595135942917,3.378007153492931,5.998842260646686,10.17169410020042,14.556282156463073,0.7680458286096599,0.6222891187335357,0.40480794193186664,4.028078319230673,0,21.03591176810319,25.372834660703774,-18.25947215394453,9.52640437813068,13.646704562353829,15.782930752172343,0.08221413772699826,0.07115328880001748,-2.4694841466241364,0.2220566740873373,58,106,0.08212383095918119,0.05702764320928573,0.10708165930821573,0.0,-2.450448393709191,-2.945475567358321,-1.9193394832334785,0.2208229526346681,0.18882055641938228,0.25652113687393485,1.6208515980073997e-10,0.8312958435207825,0.820081253627394,-11.5039136948659,-18.25947215394453
Exp3_gamma_3.0_alpha_0.00,Exp3_Nonlinearity,0.0,3.0,all_horizons,6.433967033719681,9.239206535628439,3.30989152346821,5.891468766290429,10.100540811400403,14.368464542939094,0.7739929545970267,6.152647502740783e-14,3.301385768472928e-14,3.9954685575276585,0,23.505395914727327,27.17106131734611,-23.418837268619995,9.304347704043343,13.223661632819049,15.743189394659646,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9853300733496333,0.885664538595473,-13.588969970872611,-23.418837268619995
Exp3_gamma_3.0_alpha_0.05,Exp3_Nonlinearity,0.05,3.0,all_horizons,6.433477733674624,9.239267404856145,3.310701926713935,5.8918867600314035,10.097844514278535,14.368041016700355,0.7740062780113495,0.01696847494330646,0.011000973745145583,3.9954685575276585,0,23.365424034897103,27.08867658228193,-23.26116024559099,9.309805010367265,13.233209865144234,15.743125019685603,-0.000489300045057206,-0.002696297121868696,-0.13997187983022386,0.005457306323922495,49,61,-0.0004895388140937484,-0.0013364799194026,0.0004247661112632971,85.5,-0.1397166742170075,-0.162347411943942,-0.1187981966008592,0.0054232059364442975,0.004397448407325255,0.006627355306965299,0.27757009125698984,0.9828850855745721,0.8839233894370284,-13.529709103812456,-23.26116024559099
Exp3_gamma_3.0_alpha_0.10,Exp3_Nonlinearity,0.1,3.0,all_horizons,6.433144501840386,9.239603026859943,3.311604326356833,5.892630935010261,10.095198244154064,14.368041429000296,0.7740062650412862,0.03393694988655128,0.022001947490258106,3.993916347924909,0,23.22588459445621,27.008750416486265,-23.10348322256198,9.315289629969694,13.24291024545107,15.74317285374043,-0.000822531879295596,-0.005342567246339414,-0.2795113202711157,0.010941925926351459,53,68,-0.0008151022493243509,-0.0025169147167989347,0.0009510626578869359,82.6,-0.27897871559106946,-0.3246188417795204,-0.23673525831693176,0.010878579571873992,0.008824066312690792,0.013266315280207363,0.35712278230240546,0.9828850855745721,0.8839233894370284,-13.470448236752302,-23.10348322256198
Exp3_gamma_3.0_alpha_0.15,Exp3_Nonlinearity,0.15,3.0,all_horizons,6.433005709773248,9.240213371875457,3.3126265716631638,5.893686184071058,10.092704373585523,14.368465779826872,0.7739929156860681,0.05090542603385543,0.03300292201110847,3.9942548551579122,0,23.089063374593593,26.931304704437967,-22.945806188136256,9.320774249941566,13.252762440276543,15.743220687791387,-0.0009613239464334455,-0.007836437814880526,-0.4163325401337339,0.016426545898223566,54,72,-0.0009573616284868081,-0.0034854755418000094,0.001726215314831214,75.5,-0.4151192734639082,-0.48272598114569637,-0.3533688375779477,0.01632996758681937,0.013256144099963762,0.01990527566986384,0.4681598889174105,0.980440097799511,0.8833430063842136,-13.411187365411427,-22.945806188136256
Exp3_gamma_3.0_alpha_0.20,Exp3_Nonlinearity,0.2,3.0,all_horizons,6.433058267295813,9.241098385455475,3.3137838783385645,5.8950306508436565,10.090360272705219,14.369314031547816,0.7739662299480023,0.06787389977304112,0.044003894980483266,3.9954685575276585,0,22.954913487160507,26.856360919854218,-22.78812917650397,9.326258869174547,13.262766109402051,15.743268521850093,-0.0009087664238682791,-0.010180538695184538,-0.5504824275668199,0.021911165131204058,55,76,-0.0009300459938939021,-0.004176158602402613,0.0026472434364816382,68.8,-0.5494667232416433,-0.6400148175083317,-0.46772014580224647,0.021777802230901422,0.017685394693878732,0.026544235226686207,0.6034877137988283,0.9755501222493888,0.8821822402785838,-13.351926502631995,-22.78812917650397
Exp3_gamma_3.0_alpha_0.30,Exp3_Nonlinearity,0.3,3.0,all_horizons,6.433919536985582,9.243692078889252,3.3167149706063452,5.898471284878934,10.086572355471468,14.372281900383667,0.7738728493094094,0.10181085206764927,0.0660058440221839,3.9942548551579122,0,22.701136790102943,26.714062608244962,-22.472775107652513,9.337319254431055,13.283226502825956,15.743364189952008,-4.749673409953914e-05,-0.013968455928935697,-0.8042591246243838,0.032971550387712156,55,81,-8.969896166988178e-05,-0.004765617308236458,0.005174602101073722,51.5,-0.8034318928145208,-0.9368313926638739,-0.6799353674713847,0.032755926206652575,0.026637832629331105,0.03985458439265157,0.9852699118271565,0.9682151589242054,0.8786999419616948,-13.233404759950243,-22.472775107652513
Exp3_gamma_3.0_alpha_0.40,Exp3_Nonlinearity,0.4,3.0,all_horizons,6.435634838868691,9.247383182236542,3.3197878155626857,5.90218228148568,10.08493441955771,14.37694398489347,0.7737261231488043,0.13574779954602073,0.0880077899609335,3.992084257078904,0,22.484363094435555,26.582017568224703,-22.15742108438794,9.348459495360057,13.304288632674428,15.74345985806941,0.0016678051490099932,-0.015606391842693412,-1.0210328202917722,0.04411179131671439,56,83,0.0016038075455027112,-0.004778876783751662,0.008381664039310932,30.9,-1.0200076032573033,-1.1888812812111467,-0.8664830858335817,0.04381541909836795,0.035663108952378765,0.05327571429370961,0.6225874053007301,0.9535452322738386,0.8752176436448056,-13.114883034391376,-22.15742108438794
Exp3_gamma_3.0_alpha_0.50,Exp3_Nonlinearity,0.5,3.0,all_horizons,6.438224675578655,9.252170381525247,3.323119258941149,5.906671580058881,10.084883187735935,14.383298638016866,0.7735260514539973,0.16968474670744832,0.11000973567307175,3.992838587820568,0,22.294061380735496,26.46037928487023,-21.842067064537407,9.359708357509849,13.325949648063297,15.744119514632656,0.004257641858973926,-0.015657623664468545,-1.211334533991831,0.05536065346650609,57,85,0.0041778453892002965,-0.003611611724435204,0.012700172575068211,16.400000000000002,-1.2093735948757676,-1.4079181808622219,-1.0267294878643427,0.05500024416067273,0.04492634552771953,0.06687549611544523,0.3116302647668146,0.9486552567237164,0.8711549622751016,-12.996361309862953,-21.842067064537407
